user_id,age,gender,height,weight,goal,BMI,day1,day2,day3,day4,day5,day6,day7
26,22,Male,175,68,Gain,22.2,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Pushdown (3 sets x 12 reps)","Back: Bent-over Rows (4 sets x 8 reps), Lat Pulldowns (3 sets x 10 reps), Seated Cable Rows (3 sets x 12 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Lunges (3 sets x 12 reps per leg), Leg Curls (3 sets x 12 reps)","Shoulders: Military Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Abs: Crunches (3 sets x 15 reps), Planks (3 sets x 30 seconds)","Chest: Incline Bench Press (4 sets x 8 reps), Dumbbell Flyes (3 sets x 10 reps), Push-ups (3 sets to failure) <br> Triceps: Skull Crushers (3 sets x 10 reps), Dips (3 sets x 12 reps)","Back: Deadlifts (4 sets x 8 reps), Pull-ups (3 sets to failure), One-arm Dumbbell Rows (3 sets x 10 reps per arm) <br> Biceps: Preacher Curls (3 sets x 10 reps), Incline Dumbbell Curls (3 sets x 12 reps)",Light cardio: 30 minutes brisk walking or light jogging <br> Stretching: 15-20 minutes full body stretch routine <br> Foam rolling: 10 minutes for major muscle groups
27,39,Female,163,71,Lose,26.7,"Full Body: Bodyweight Squats (3 sets x 12 reps), Push-ups (3 sets x 8 reps), Dumbbell Rows (3 sets x 10 reps per arm), Lunges (3 sets x 10 reps per leg), Plank (3 sets x 30 seconds)","Cardio: 30 minutes moderate intensity cycling or elliptical <br> Abs: Crunches (3 sets x 15 reps), Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 12 reps)","Upper Body: Dumbbell Shoulder Press (3 sets x 10 reps), Assisted Pull-ups (3 sets x 8 reps), Dumbbell Chest Press (3 sets x 10 reps), Tricep Dips (3 sets x 10 reps)","Lower Body: Goblet Squats (3 sets x 12 reps), Step-ups (3 sets x 10 reps per leg), Glute Bridges (3 sets x 15 reps), Calf Raises (3 sets x 15 reps)","Cardio: 25 minutes HIIT (alternating 1 minute high intensity with 1 minute low intensity) <br> Core: Planks (3 sets x 45 seconds), Side Planks (3 sets x 30 seconds each side), Bicycle Crunches (3 sets x 20 reps)","Full Body: Dumbbell Deadlifts (3 sets x 10 reps), Wall Push-ups (3 sets x 12 reps), Seated Cable Rows (3 sets x 10 reps), Bodyweight Split Squats (3 sets x 10 reps per leg)",Light cardio: 20 minutes brisk walking <br> Yoga: 20-30 minutes gentle yoga flow <br> Stretching: 10 minutes for major muscle groups
28,45,Male,180,88,Lose,27.2,"Chest: Bench Press (4 sets x 6 reps), Incline Dumbbell Press (3 sets x 8 reps), Cable Flyes (3 sets x 10 reps) <br> Triceps: Tricep Pushdowns (3 sets x 10 reps), Overhead Tricep Extensions (3 sets x 12 reps)","Back: Deadlifts (4 sets x 6 reps), Pull-ups (3 sets to failure), Seated Cable Rows (3 sets x 10 reps) <br> Biceps: Barbell Curls (3 sets x 8 reps), Hammer Curls (3 sets x 10 reps)","Legs: Squats (4 sets x 6 reps), Leg Press (3 sets x 8 reps), Romanian Deadlifts (3 sets x 10 reps), Leg Extensions (3 sets x 12 reps)","Shoulders: Military Press (4 sets x 6 reps), Lateral Raises (3 sets x 10 reps), Face Pulls (3 sets x 12 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Cable Crunches (3 sets x 15 reps)","Chest: Incline Bench Press (4 sets x 6 reps), Dips (3 sets to failure), Dumbbell Pullovers (3 sets x 10 reps) <br> Triceps: Close Grip Bench Press (3 sets x 8 reps), Tricep Kickbacks (3 sets x 12 reps)","Back: Bent-over Rows (4 sets x 6 reps), Chin-ups (3 sets to failure), T-bar Rows (3 sets x 10 reps) <br> Biceps: Incline Dumbbell Curls (3 sets x 8 reps), Concentration Curls (3 sets x 10 reps)",Light cardio: 30 minutes moderate intensity walking on treadmill (incline 2-3%) <br> Stretching: 20 minutes full body stretch routine <br> Foam rolling: 15 minutes for major muscle groups
29,31,Female,158,53,Maintain,21.2,"Full Body: Bodyweight Squats (3 sets x 10 reps), Knee Push-ups (3 sets x 8 reps), Dumbbell Rows (3 sets x 10 reps per arm), Lunges (3 sets x 8 reps per leg), Plank (3 sets x 20 seconds)","Cardio: 25 minutes low-impact aerobics or swimming <br> Core: Crunches (3 sets x 12 reps), Bird-dog (3 sets x 10 reps per side), Dead Bug (3 sets x 10 reps)","Upper Body: Dumbbell Shoulder Press (3 sets x 8 reps), Resistance Band Pull-aparts (3 sets x 12 reps), Dumbbell Chest Press (3 sets x 8 reps), Tricep Kickbacks (3 sets x 10 reps)","Lower Body: Bodyweight Squats (3 sets x 12 reps), Step-ups (3 sets x 8 reps per leg), Glute Bridges (3 sets x 12 reps), Calf Raises (3 sets x 15 reps)","Cardio: 20 minutes low-intensity interval training (alternating 2 minutes moderate pace with 1 minute slightly faster pace) <br> Core: Planks (3 sets x 30 seconds), Side Planks (3 sets x 20 seconds each side), Supermans (3 sets x 10 reps)","Full Body: Dumbbell Deadlifts (3 sets x 8 reps), Wall Push-ups (3 sets x 10 reps), Resistance Band Rows (3 sets x 10 reps), Bodyweight Split Squats (3 sets x 8 reps per leg)",Light cardio: 15 minutes gentle walking <br> Yoga: 20 minutes beginner-friendly yoga flow <br> Stretching: 10 minutes for major muscle groups
30,27,Male,172,75,Maintain,25.4,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Push-ups (3 sets to failure) <br> Triceps: Tricep Pushdowns (3 sets x 12 reps), Overhead Tricep Extensions (3 sets x 10 reps)","Back: Deadlifts (4 sets x 8 reps), Pull-ups (3 sets to failure), Seated Cable Rows (3 sets x 10 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Lunges (3 sets x 12 reps per leg), Leg Curls (3 sets x 12 reps)","Shoulders: Military Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Planks (3 sets x 45 seconds)","Chest: Incline Bench Press (4 sets x 8 reps), Dumbbell Flyes (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Dips (3 sets to failure)","Back: Bent-over Rows (4 sets x 8 reps), Lat Pulldowns (3 sets x 10 reps), One-arm Dumbbell Rows (3 sets x 10 reps per arm) <br> Biceps: Preacher Curls (3 sets x 10 reps), Incline Dumbbell Curls (3 sets x 12 reps)",Light cardio: 30 minutes moderate-paced cycling or elliptical <br> Stretching: 15-20 minutes full body stretch routine <br> Foam rolling: 10 minutes for major muscle groups
31,24,Male,173,70,Gain,23.4,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Pushdown (3 sets x 12 reps)","Back: Deadlift (4 sets x 6 reps), Bent Over Row (3 sets x 10 reps), Lat Pulldown (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squat (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Leg Curl (3 sets x 12 reps), Calf Raises (4 sets x 15 reps)","Shoulder: Overhead Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Abs: Plank (3 sets x 60 seconds), Russian Twist (3 sets x 20 reps)","Chest: Incline Bench Press (4 sets x 8 reps), Dumbbell Fly (3 sets x 10 reps), Pushups (3 sets to failure) <br> Triceps: Skull Crushers (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Pull-ups (3 sets to failure), T-bar Row (3 sets x 10 reps), Cable Rows (3 sets x 12 reps) <br> Biceps: Preacher Curl (3 sets x 10 reps), Concentration Curl (3 sets x 12 reps)",Light cardio: Brisk walking (30 minutes) <br> Stretching routine (15 minutes) <br> Light yoga session (20 minutes)
32,36,Female,160,65,Lose,25.4,"Full Body: Bodyweight Squats (3 sets x 12 reps), Pushups (3 sets x 8 reps), Lunges (3 sets x 10 reps per leg), Plank (3 sets x 30 seconds)","Cardio: Brisk walking on treadmill (30 minutes), Stationary bike (20 minutes)","Upper Body: Dumbbell Shoulder Press (3 sets x 10 reps), Dumbbell Rows (3 sets x 12 reps), Tricep Dips (3 sets x 8 reps)","Lower Body: Goblet Squats (3 sets x 12 reps), Step-ups (3 sets x 10 reps per leg), Glute Bridges (3 sets x 15 reps)","Cardio: Elliptical machine (30 minutes), Jump rope (3 sets x 1 minute)","Full Body: Wall Sits (3 sets x 30 seconds), Modified Pushups (3 sets x 8 reps), Bicycle Crunches (3 sets x 20 reps)",Gentle stretching routine (20 minutes) <br> Light yoga session (20 minutes)
33,42,Male,178,88,Lose,27.8,"Chest: Bench Press (3 sets x 10 reps), Incline Dumbbell Press (3 sets x 12 reps) <br> Triceps: Tricep Pushdown (3 sets x 12 reps), Overhead Tricep Extension (3 sets x 10 reps)","Back: Assisted Pull-ups (3 sets x 8 reps), Seated Cable Rows (3 sets x 12 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps)","Legs: Leg Press (3 sets x 12 reps), Leg Curls (3 sets x 12 reps), Leg Extensions (3 sets x 12 reps), Calf Raises (3 sets x 15 reps)","Shoulder: Seated Dumbbell Press (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps)","Cardio: Treadmill (30 minutes moderate pace), Stationary Bike (20 minutes)","Full Body: Bodyweight Squats (3 sets x 15 reps), Pushups (3 sets x 10 reps), Dumbbell Rows (3 sets x 12 reps)",Light walking (20 minutes) <br> Stretching routine (15 minutes) <br> Gentle yoga (20 minutes)
34,29,Female,165,58,Maintain,21.3,"Full Body: Bodyweight Squats (3 sets x 10 reps), Modified Pushups (3 sets x 8 reps), Dumbbell Rows (3 sets x 10 reps), Plank (3 sets x 20 seconds)","Cardio: Brisk walking on treadmill (25 minutes), Stationary bike (15 minutes)","Lower Body: Goblet Squats (3 sets x 10 reps), Lunges (3 sets x 8 reps per leg), Glute Bridges (3 sets x 12 reps)","Upper Body: Dumbbell Shoulder Press (3 sets x 8 reps), Tricep Dips (3 sets x 6 reps), Bicep Curls (3 sets x 10 reps)","Cardio and Core: Elliptical machine (20 minutes), Bicycle Crunches (3 sets x 15 reps), Russian Twists (3 sets x 10 reps)","Full Body: Wall Sits (3 sets x 25 seconds), Assisted Pull-ups (3 sets x 6 reps), Step-ups (3 sets x 8 reps per leg)",Gentle stretching routine (15 minutes) <br> Light yoga session (20 minutes)
35,33,Male,170,75,Maintain,26,"Chest: Bench Press (3 sets x 10 reps), Pushups (3 sets x 12 reps) <br> Triceps: Tricep Pushdown (3 sets x 12 reps), Diamond Pushups (3 sets x 10 reps)","Back: Bent Over Rows (3 sets x 10 reps), Lat Pulldowns (3 sets x 12 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps)","Legs: Squats (3 sets x 10 reps), Lunges (3 sets x 10 reps per leg), Leg Press (3 sets x 12 reps), Calf Raises (3 sets x 15 reps)","Shoulder: Overhead Press (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps), Face Pulls (3 sets x 12 reps)","Cardio: Treadmill running (20 minutes), Rowing machine (15 minutes)","Full Body: Deadlifts (3 sets x 8 reps), Dips (3 sets x 10 reps), Pull-ups (3 sets x 8 reps), Planks (3 sets x 30 seconds)",Brisk walking (30 minutes) <br> Dynamic stretching routine (15 minutes) <br> Light bodyweight exercises (15 minutes)
36,31,Male,176,78,Maintain,25.2,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Bent over row (3 sets x 10 reps), Lat Pulldown (3 sets x 12 reps), One arm dumbbell row (3 sets x 10 reps each arm) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squats (3 sets x 10 reps), Leg Press (3 sets x 12 reps), Lunges (3 sets x 10 reps each leg), Calf Raises (3 sets x 15 reps)","Shoulders: Overhead Press (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Abs: Crunches (3 sets x 20 reps), Plank (3 sets x 30 seconds)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Dips (3 sets x 12 reps), Cable Flyes (3 sets x 12 reps) <br> Triceps: Tricep Pushdown (3 sets x 12 reps), Overhead Tricep Extension (3 sets x 10 reps)","Back: Pull-ups (3 sets x max reps), Seated Cable Rows (3 sets x 12 reps), Face Pulls (3 sets x 15 reps) <br> Biceps: Incline Dumbbell Curls (3 sets x 10 reps), Preacher Curls (3 sets x 12 reps)","Light cardio: Brisk walking (30 minutes) <br> Stretching routine (15 minutes) <br> Light core workout: Planks (3 sets x 30 seconds), Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 15 reps)"
37,27,Female,162,54,Gain,20.6,"Full Body: Bodyweight Squats (3 sets x 12 reps), Pushups (3 sets x 8 reps), Dumbbell Rows (3 sets x 10 reps each arm), Lunges (3 sets x 10 reps each leg), Plank (3 sets x 30 seconds)","Cardio: 30 minutes moderate-intensity on stationary bike or treadmill <br> Core: Crunches (3 sets x 15 reps), Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 12 reps)","Upper Body: Dumbbell Chest Press (3 sets x 10 reps), Lat Pulldowns (3 sets x 12 reps), Shoulder Press (3 sets x 10 reps), Tricep Dips (3 sets x 10 reps), Bicep Curls (3 sets x 12 reps)","Lower Body: Goblet Squats (3 sets x 12 reps), Romanian Deadlifts (3 sets x 10 reps), Step-ups (3 sets x 10 reps each leg), Calf Raises (3 sets x 15 reps)","Cardio: 20 minutes high-intensity interval training (alternating 1 minute high intensity with 1 minute low intensity) <br> Core: Planks (3 sets x 45 seconds), Bicycle Crunches (3 sets x 20 reps), Supermans (3 sets x 12 reps)","Full Body: Dumbbell Thrusters (3 sets x 10 reps), Renegade Rows (3 sets x 8 reps), Walking Lunges (3 sets x 20 steps), Pushups (3 sets x 10 reps), Mountain Climbers (3 sets x 30 seconds)",Gentle Yoga routine (30 minutes) <br> Light stretching (15 minutes) <br> Foam rolling for recovery (10 minutes)
38,43,Male,180,92,Lose,28.4,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Flyes (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Pushdown (3 sets x 12 reps) <br> Cardio: 20 minutes HIIT on treadmill","Back: Deadlifts (4 sets x 8 reps), Pull-ups (3 sets x max reps), Seated Cable Rows (3 sets x 10 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Russian Twists (3 sets x 20 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Romanian Deadlifts (3 sets x 10 reps), Leg Extensions (3 sets x 12 reps), Leg Curls (3 sets x 12 reps) <br> Calves: Standing Calf Raises (4 sets x 15 reps)","Shoulders: Military Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps), Reverse Flyes (3 sets x 12 reps) <br> Abs: Plank (3 sets x 60 seconds), Cable Crunches (3 sets x 15 reps) <br> Cardio: 25 minutes moderate intensity on stationary bike","Chest: Incline Bench Press (4 sets x 8 reps), Dips (3 sets x max reps), Dumbbell Flyes (3 sets x 12 reps) <br> Triceps: Skull Crushers (3 sets x 10 reps), Overhead Tricep Extension (3 sets x 12 reps) <br> Cardio: 20 minutes HIIT on rowing machine","Back: Bent Over Rows (4 sets x 8 reps), Lat Pulldowns (3 sets x 10 reps), T-Bar Rows (3 sets x 10 reps) <br> Biceps: Preacher Curls (3 sets x 10 reps), Incline Dumbbell Curls (3 sets x 12 reps) <br> Abs: Decline Crunches (3 sets x 15 reps), Planks (3 sets x 60 seconds)",Light cardio: Brisk walking or light jogging (30 minutes) <br> Stretching routine (20 minutes) <br> Foam rolling for recovery (15 minutes)
39,24,Female,158,50,Maintain,20,"Full Body: Bodyweight Squats (3 sets x 12 reps), Pushups (knee pushups if needed) (3 sets x 8 reps), Dumbbell Rows (3 sets x 10 reps each arm), Lunges (3 sets x 8 reps each leg), Plank (3 sets x 20 seconds)","Cardio: 25 minutes moderate-intensity on stationary bike or elliptical <br> Core: Crunches (3 sets x 12 reps), Russian Twists (3 sets x 15 reps), Leg Raises (3 sets x 10 reps)","Upper Body: Assisted Pull-ups (3 sets x 8 reps), Dumbbell Chest Press (3 sets x 10 reps), Shoulder Press (3 sets x 10 reps), Tricep Dips (3 sets x 8 reps), Bicep Curls (3 sets x 10 reps)","Lower Body: Goblet Squats (3 sets x 12 reps), Glute Bridges (3 sets x 15 reps), Step-ups (3 sets x 10 reps each leg), Calf Raises (3 sets x 15 reps)","Cardio: 20 minutes low-impact HIIT (alternating 30 seconds high intensity with 90 seconds low intensity) <br> Core: Planks (3 sets x 30 seconds), Bicycle Crunches (3 sets x 15 reps), Bird Dogs (3 sets x 10 reps each side)","Full Body: Dumbbell Thrusters (3 sets x 8 reps), Renegade Rows (3 sets x 8 reps), Walking Lunges (3 sets x 16 steps), Pushups (3 sets x 8 reps), Mountain Climbers (3 sets x 20 seconds)",Gentle Yoga routine (25 minutes) <br> Light stretching (15 minutes) <br> Meditation or deep breathing exercises (10 minutes)
40,37,Male,172,83,Lose,28.1,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Flyes (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Pushdown (3 sets x 12 reps) <br> Cardio: 25 minutes HIIT on treadmill","Back: Deadlifts (4 sets x 8 reps), Pull-ups (3 sets x max reps), Seated Cable Rows (3 sets x 10 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Russian Twists (3 sets x 20 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Romanian Deadlifts (3 sets x 10 reps), Leg Extensions (3 sets x 12 reps), Leg Curls (3 sets x 12 reps) <br> Calves: Standing Calf Raises (4 sets x 15 reps)","Shoulders: Military Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps), Reverse Flyes (3 sets x 12 reps) <br> Abs: Plank (3 sets x 60 seconds), Cable Crunches (3 sets x 15 reps) <br> Cardio: 30 minutes moderate intensity on stationary bike","Chest: Incline Bench Press (4 sets x 8 reps), Dips (3 sets x max reps), Dumbbell Flyes (3 sets x 12 reps) <br> Triceps: Skull Crushers (3 sets x 10 reps), Overhead Tricep Extension (3 sets x 12 reps) <br> Cardio: 25 minutes HIIT on rowing machine","Back: Bent Over Rows (4 sets x 8 reps), Lat Pulldowns (3 sets x 10 reps), T-Bar Rows (3 sets x 10 reps) <br> Biceps: Preacher Curls (3 sets x 10 reps), Incline Dumbbell Curls (3 sets x 12 reps) <br> Abs: Decline Crunches (3 sets x 15 reps), Planks (3 sets x 60 seconds)",Light cardio: Brisk walking or light jogging (35 minutes) <br> Stretching routine (20 minutes) <br> Foam rolling for recovery (15 minutes)
41,22,Male,178,72,Gain,22.7,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Pushdown (3 sets x 12 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 30 seconds)","Back: Deadlift (4 sets x 6 reps), Bent Over Row (3 sets x 10 reps), Lat Pulldown (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps) <br> Core: Russian Twist (3 sets x 20 reps), Leg Raise (3 sets x 15 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Romanian Deadlift (3 sets x 10 reps) <br> Calves: Standing Calf Raises (4 sets x 15 reps) <br> Abs: Plank (3 sets x 45 seconds), Mountain Climber (3 sets x 20 reps per leg)","Shoulders: Overhead Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Face Pull (3 sets x 15 reps) <br> Triceps: Tricep Dips (3 sets x 10 reps), Overhead Tricep Extension (3 sets x 12 reps) <br> Core: Oblique Crunch (3 sets x 15 reps per side), Reverse Crunch (3 sets x 15 reps)","Chest: Pushups (4 sets x max reps), Dumbbell Fly (3 sets x 12 reps), Landmine Press (3 sets x 10 reps) <br> Back: Pull-ups (3 sets x max reps), T-Bar Row (3 sets x 10 reps), Cable Reverse Fly (3 sets x 12 reps) <br> Abs: Hanging Leg Raise (3 sets x 12 reps), Side Plank (3 sets x 30 seconds per side)","Legs: Front Squat (4 sets x 8 reps), Lunges (3 sets x 12 reps per leg), Leg Curl (3 sets x 12 reps) <br> Biceps: Chin-ups (3 sets x max reps), Concentration Curl (3 sets x 12 reps) <br> Core: Cable Wood Chop (3 sets x 15 reps per side), Ab Wheel Rollout (3 sets x 10 reps)",Light cardio: 30 minutes of brisk walking or jogging on treadmill <br> Stretching: 15 minutes of full-body stretching <br> Light yoga: 15 minutes of basic yoga poses for flexibility and relaxation
42,35,Female,165,70,Lose,25.7,"Legs: Bodyweight Squats (3 sets x 15 reps), Lunges (3 sets x 10 reps per leg), Step-ups (3 sets x 12 reps per leg) <br> Core: Plank (3 sets x 30 seconds), Bicycle Crunches (3 sets x 20 reps) <br> Cardio: 20 minutes of moderate-intensity cycling on stationary bike","Upper Body: Pushups (3 sets x 8 reps), Dumbbell Rows (3 sets x 12 reps per arm), Overhead Press (3 sets x 10 reps) <br> Arms: Tricep Dips (3 sets x 10 reps), Dumbbell Curls (3 sets x 12 reps) <br> Cardio: 20 minutes of brisk walking on treadmill with incline","Full Body: Goblet Squats (3 sets x 12 reps), Dumbbell Deadlifts (3 sets x 10 reps), Dumbbell Bench Press (3 sets x 10 reps) <br> Core: Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 15 reps) <br> Cardio: 20 minutes of interval training on elliptical machine","Lower Body: Glute Bridges (3 sets x 15 reps), Romanian Deadlifts (3 sets x 12 reps), Calf Raises (3 sets x 20 reps) <br> Core: Side Planks (3 sets x 30 seconds per side), Reverse Crunches (3 sets x 15 reps) <br> Cardio: 25 minutes of moderate-intensity swimming","Upper Body: Assisted Pull-ups (3 sets x 8 reps), Incline Pushups (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps) <br> Arms: Hammer Curls (3 sets x 12 reps), Tricep Pushdowns (3 sets x 12 reps) <br> Cardio: 20 minutes of rowing machine","Full Body: Bodyweight Lunges (3 sets x 10 reps per leg), Dumbbell Thrusters (3 sets x 10 reps), Bent-over Rows (3 sets x 12 reps) <br> Core: Plank to Downward Dog (3 sets x 10 reps), Mountain Climbers (3 sets x 20 reps) <br> Cardio: 25 minutes of brisk walking outdoors",Light cardio: 20 minutes of gentle yoga flow <br> Stretching: 15 minutes of full-body stretching <br> Relaxation: 10 minutes of meditation or deep breathing exercises
43,48,Male,173,85,Lose,28.4,"Chest: Bench Press (3 sets x 10 reps), Incline Dumbbell Press (3 sets x 12 reps) <br> Triceps: Tricep Pushdown (3 sets x 12 reps), Overhead Tricep Extension (3 sets x 12 reps) <br> Core: Plank (3 sets x 45 seconds), Crunch (3 sets x 20 reps) <br> Cardio: 20 minutes of low-impact walking on treadmill","Back: Assisted Pull-ups (3 sets x 8 reps), Seated Cable Rows (3 sets x 12 reps), Face Pull (3 sets x 15 reps) <br> Biceps: Dumbbell Curls (3 sets x 12 reps), Hammer Curls (3 sets x 12 reps) <br> Core: Russian Twist (3 sets x 20 reps), Leg Raises (3 sets x 15 reps) <br> Cardio: 20 minutes of stationary cycling","Legs: Bodyweight Squats (3 sets x 15 reps), Leg Press (3 sets x 12 reps), Romanian Deadlift (3 sets x 10 reps) <br> Calves: Seated Calf Raises (3 sets x 15 reps) <br> Core: Side Plank (3 sets x 30 seconds per side), Bicycle Crunches (3 sets x 20 reps) <br> Cardio: 20 minutes of elliptical machine","Shoulders: Seated Dumbbell Press (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x max reps) <br> Core: Plank to Downward Dog (3 sets x 10 reps), Reverse Crunch (3 sets x 15 reps) <br> Cardio: 20 minutes of rowing machine","Chest: Pushups (3 sets x max reps), Cable Flyes (3 sets x 12 reps) <br> Back: One-Arm Dumbbell Rows (3 sets x 12 reps per arm), Lat Pulldowns (3 sets x 12 reps) <br> Core: Ab Wheel Rollout (3 sets x 10 reps), Pallof Press (3 sets x 12 reps per side) <br> Cardio: 20 minutes of brisk walking on incline treadmill","Legs: Goblet Squats (3 sets x 12 reps), Lunges (3 sets x 10 reps per leg), Leg Curls (3 sets x 12 reps) <br> Arms: Concentration Curls (3 sets x 12 reps), Tricep Kickbacks (3 sets x 12 reps) <br> Core: Mountain Climbers (3 sets x 20 reps), Plank (3 sets x 45 seconds) <br> Cardio: 20 minutes of low-impact HIIT on stationary bike",Light cardio: 25 minutes of gentle swimming or water aerobics <br> Stretching: 20 minutes of full-body stretching focusing on major muscle groups <br> Balance: 10 minutes of standing balance exercises
44,25,Male,177,74,Gain,23.6,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Pushdown (3 sets x 12 reps)","Back: Bent Over Row (4 sets x 8 reps), Lat Pulldown (3 sets x 10 reps), Seated Cable Row (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squat (4 sets x 8 reps), Leg Press (3 sets x 10 reps), Lunges (3 sets x 12 reps per leg), Calf Raises (4 sets x 15 reps)","Shoulders: Overhead Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Abs: Crunches (3 sets x 15 reps), Plank (3 sets x 30 seconds)","Chest: Incline Bench Press (4 sets x 8 reps), Dumbbell Fly (3 sets x 10 reps), Push-ups (3 sets x max reps) <br> Triceps: Tricep Dips (3 sets x 10 reps), Overhead Tricep Extension (3 sets x 12 reps)","Back: Pull-ups (3 sets x max reps), T-bar Row (3 sets x 10 reps), Face Pull (3 sets x 12 reps) <br> Biceps: Incline Dumbbell Curl (3 sets x 10 reps), Cable Curl (3 sets x 12 reps)",Light cardio: Treadmill walk (20 minutes) <br> Stretching routine (15 minutes) <br> Yoga: Sun Salutations (10 minutes)
